,brand,model,processor,ram,memory,ratings,reviews,ram_version,display_inch,warranty,price
229,ASUS,Chromebook Intel Celeron,Intel Celeron Dual Core N4500,8,128,3.8562 ,68,DDR4X,15.6,1,19990
230,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
231,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
232,Infinix,X2 Slim Intel,Core i5 11th Gen 1155G7,16,512,4.1257 ,43,DDR4X,14,1,32990
233,DELL,Intel Core i3,Core i3 13th Gen 1305U,8,512,4.85 ,0,DDR4,14,1,37990
234,HP,Intel Core i5,Intel Core i5 11th Gen,8,512,4.73 ,0,DDR4,14,1,35990
235,DELL,Inspiron 5430 Intel,Core i7 13th Gen 1360P,16,1,3.98 ,0,DDR5,14.1,1,83690
236,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
237,SAMSUNG,Galaxy Book 2,Core i5 12th Gen 1235U,16,512,"4.33,053 ",326,DDR4,15.6,1,52990
238,ASUS,AMD Ryzen 7,7 Octa Core 6th Gen,16,1,,0,DDR4,17.3,,83614
239,Lenovo,IdeaPad Gaming 3,Ryzen 5 Hexa Core 7535HS,16,512,4.1111 ,12,DDR5,15.6,1,55990
240,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
241,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
242,HP,Pavilion x360 Intel,Core i5 13th Gen 1335U,16,1,4.456 ,5,DDR4,14,1,79019
243,DELL,Vostro Intel Core,Core i5 11th Gen 1135G7,8,512,4.1409 ,27,DDR4,14,0191,44999
244,ASUS,Vivobook Go 15,Ryzen 3 Quad Core 7320U,8,512,"4.23,286 ",386,DDR5,15.6,1,35990
245,ZEBRONICS,Pro Series Z,Core i3 12th Gen 1215U,8,512,3.976 ,15,DDR4,15.6,1,27990
246,HP,250 G9 Intel Core,Gen Intel Core i3 1215U,8,512,4.230 ,4,DDR4,15.6,1,35600
247,DELL,Intel Core i7,Intel Core i7 12th Gen,16,512,,,DDR5,13.4,1,111990
248,Acer,Aspire 3 AMD,Ryzen 5 Quad Core 3500U,8,512,4.4381 ,41,DDR4,15.6,1,31690
249,Acer,Aspire 3 15,Ryzen 5 Quad Core 7520U,8,512,,0,DDR5,15.6,1,31690
250,Apple,MacBook Air Apple,Apple MacBook Air Apple M3,8,256,4.923 ,4,,13,1,107990
251,MSI,GP76 Intel Core,Core i7 11th Gen 11800H,16,1,4.429 ,6,DDR4,17.3,2,135875
252,HP,G9 SERIES AMD,AMD Athlon Dual Core 3050U,4,256,3.710 ,1,DDR4,15.6,1,20990
253,SAMSUNG,Galaxy Book4 Intel,Book4 Intel Core 7 150U,16,512,,1,DDR4X,15.6,1,89990
254,ASUS,Intel Core i5,Core i5 13th Gen 1335U,16,512,3.84 ,1,DDR4,15.6,1,59990
255,Lenovo,Intel Core i7,Core i7 12th Gen 1255U,16,512,4.1525 ,44,DDR4,15.6,1,57990
256,Infinix,Inbook Y2 Plus Intel,Core i3 11th Gen 1115G4,8,512,"4.11,223 ",181,DDR4X,15.6,1,25490
257,Lenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
258,HP,240 G8 Intel Core,,8,512,3.651 ,7,DDR4,14,1,33700
259,ASUS,Vivobook Pro 15,Ryzen 7 Octa Core 5800HS,16,512,4.4220 ,17,DDR4,15.6,1,60990
260,Acer,One 11 Intel Celeron,Intel Celeron Dual Core N4500,8,256,3.3148 ,22,DDR4,11.6,1,21290
261,HP,Victus AMD Ryzen,Ryzen 7 Octa Core 5800H,16,512,4.4393 ,31,DDR4,15.6,1,68990
262,MSI,Modern 14 H Intel,Core i9 13th Gen 13900H,16,1,,,DDR4,14,1,78990
263,HP,Pavilion Intel Core,Core i5 12th Gen 1240P,8,512,4.2658 ,61,DDR4,15.6,0211,65490
264,Acer,Swift Go 14,Core i5 13th Gen 13500H,16,512,4.351 ,8,DDR5,14,1,65990
265,Lenovo,IdeaPad Gaming 3,Core i5 11th Gen 11320H,8,512,4.1496 ,47,DDR4,15.6,1,50990
266,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
267,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
268,Colorful,Evol P-15,Core i7 12th Gen 12650H,16,512,,,DDR5,15.6,2,79590
269,HP,Intel Celeron Dual,Intel Celeron Dual Core N4500,8,512,3.8742 ,64,DDR4,15.6,1,28990
270,SponsoredLenovo,IdeaPad Flex 5,Core i7 13th Gen 1355U,16,512,4.816 ,2,DDR4X,14,0211,77190
271,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
272,DELL,Inspiron Intel Core,Core i7 12th Gen 1255U,16,512,4.235 ,2,DDR4,14,1,86990
273,HP,360 Intel Celeron,Intel Celeron Dual Core N4120,4,64,"3.91,027 ",96,DDR4,14,1,20990
274,HP,Intel Core i5,Core i5 13th Gen 1335U,16,512,4.142 ,2,DDR4,15.6,1,64990
275,HP,Pavilion Intel Core,Core i7 12th Gen 1255U,16,1,4.2209 ,17,DDR4,14,1,74499
276,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
277,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
278,MSI,GF63 Intel Core,Core i7 12th Gen 12650H,16,512,4.258 ,6,DDR4,15.6,2,99990
279,HP,Pavilion Intel Core,Core i5 13th Gen 1335U,16,1,4.3325 ,23,DDR4,15.6,1,74990
280,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
281,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
282,Primebook,S Wifi MediaTek,Primebook S Wifi MediaTek MT8183,4,128,4.3975 ,288,DDR4,11.6,1,13990
283,ASUS,Vivobook 15X (2023,Core i3 13th Gen 1315U,8,512,4.259 ,10,DDR4,15.6,1,39490
284,Lenovo,IdeaPad Gaming 3,Ryzen 5 Quad Core 5500H,8,512,4.2169 ,22,DDR4,,1,47990
285,ASUS,Vivobook 15X (2023,Core i5 13th Gen 1315U,16,512,4.181 ,9,DDR4,15.6,1,59990
286,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
287,Lenovo,IdeaPad 3 Intel,Core i3 12th Gen 1215U,8,256,,,DDR4,15.6,1,32990
288,SAMSUNG,Galaxy Book4 Intel,Book4 Intel Core 5 120U,16,512,4.717 ,4,DDR4X,15.6,1,79990
289,Lenovo,IdeaPad Slim 3,Core i5 11th Gen 1155G7,8,512,"4.25,650 ",413,DDR4,15.6,,43500
290,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
291,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
292,DELL,Vostro Intel Core,Core i3 11th Gen 1115G4,8,1,4.2974 ,66,DDR4,15.6,1,36990
293,HP,Envy x360 (2023,Ryzen 7 Octa Core 7730U,16,512,,,DDR5,15.6,1,82990
294,SAMSUNG,Galaxy Book3 Intel,Core i5 13th Gen 1335U,16,512,4.4777 ,110,DDR4X,15.6,1,69990
295,ZEBRONICS,Pro Series Z,Core i3 12th Gen 1215U,8,512,3.976 ,15,DDR4,15.6,1,27990
296,SponsoredLenovo,IdeaPad Flex 5,Core i7 13th Gen 1355U,16,512,4.816 ,2,DDR4X,14,0211,77190
297,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
298,Lenovo,V14 G3 (82TSA01KIH,Core i3 12th Gen 1213U,8,512,4.136 ,2,DDR4,14,,31000
299,HP,AMD Ryzen 5,AMD Ryzen 5 Hexa Core,8,512,3.47 ,1,DDR4,15.6,1,49490
300,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
301,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
302,Lenovo,AMD Ryzen 3,Ryzen 3 Quad Core 7330U,8,512,,,DDR4,15.6,1,34990
303,Acer,Aspire Lite AMD,Ryzen 5 Hexa Core 5500U,16,1,3.942 ,4,DDR4,15.6,1,41299
304,SAMSUNG,Galaxy Book3 Intel,Core i5 13th Gen 1335U,8,512,4.4777 ,110,DDR4X,15.6,1,62990
305,HP,Victus AI Powered AMD,Ryzen 7 Octa Core 7840HS,16,512,4.4188 ,19,DDR5,16.1,1,81990
306,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
307,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
308,HP,Pavilion x360 Intel,Core i3 12th Gen 1215U,8,512,4.367 ,5,DDR4,14,1,55208
309,HP,841w6pa 255 g9,,8,512,3.949 ,5,DDR4,15.6,1,23990
310,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
311,MSI,Crosshair 16 HX Intel,Core i7 14th Gen 14700HX,32,1,,,DDR5,16,2,172990
312,HP,AMD Ryzen 3,Ryzen 3 Quad Core 7320U,8,512,,7,DDR5,14,0211,33990
313,Acer,Aspire Vero Intel,Core i5 13th Gen 1335U,16,512,4.312 ,2,DDR4X,14,1,55990
314,HP,Intel Core i5,Core i5 12th Gen 1235U,8,512,4.437 ,4,DDR4,15.6,1,49990
315,DELL,Alienware Intel Core,Core i7 12th Gen 12700H,16,1,,,DDR5,15.6,1,179483
316,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
317,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
318,HP,360 Intel Celeron,Intel Celeron Quad Core N4120,4,64,,86,DDR4,14,1,20990
319,Lenovo,AMD Ryzen 3,AMD Ryzen 3 Octa Core,8,512,4.513 ,2,DDR4,14,,27990
320,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
321,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
322,HP,Intel Core i3,Core i3 11th Gen 1125G4,8,512,4.2621 ,60,DDR4,15.6,1,33240
323,ASUS,Vivobook 15 Intel Core,Core i3 11th Gen 1115G4,8,512,"4.38,312 ",739,DDR4,15.6,1,31990
324,ASUS,Intel Core i3,Intel Core i3 13th Gen,8,512,3.910 ,0,DDR4,15.6,1,42868
325,ASUS,Vivobook 15 Intel Core,Core i5 12th Gen 12500H,16,512,3.877 ,7,DDR4,15.6,0211,54990
326,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
327,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
328,Acer,Nitro V Intel,Core i7 13th Gen 13620H,16,512,,,DDR5,15.6,1,94999
329,ASUS,ExpertBook B9 Intel Core,Core i7 10th Gen 10510U,16,2,,,DDR3,14,3,111127
330,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
331,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
332,HP,OMEN Intel Core,Core i7 14th Gen 14700HX,16,1,,,DDR5,16.1,1,142490
333,HP,15s AMD Ryzen,Ryzen 5 Hexa Core 5500U,16,512,4.3725 ,60,DDR4,15.6,1,43990
334,Lenovo,IdeaPad Gaming 3,Core i5 12th Gen 12450H,16,512,4.3458 ,58,DDR4,15.6,0211,67990
335,Lenovo,Intel Core i3,Intel Core i3 12th Gen,8,512,3.34 ,0,DDR4,15.6,,33590
336,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
337,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
338,Acer,Aspire 5 Intel,Intel Core i5 13th Gen,8,512,,,DDR4,15.6,1,54990
339,Lenovo,ThinkBook 15 Intel Core,Core i7 12th Gen 1255U,16,512,,,DDR4,15.6,1,82990
340,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
341,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
342,MSI,GF63 Intel Core,Core i5 12th Gen 12450H,16,1,4.5136 ,22,DDR4,15.6,2,86990
343,Lenovo,Yoga Slim 6,Core i7 13th Gen 13700H,16,512,4.84 ,1,DDR5X,14,1,92690
344,Lenovo,Lenovo Ideapad Slim,Intel Celeron Dual Core N4020,8,256,"4.12,392 ",216,DDR4,14,2,25300
345,Infinix,ZEROBOOK 13 Intel Intel,Core i7 13th Gen 13700H,16,512,4.2112 ,29,DDR5X,,1,59990
346,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
347,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
348,Lenovo,IdeaPad Gaming 3,Ryzen 7 Octa Core 6800H,8,512,4.491 ,15,DDR5,15.6,0211,62990
349,Lenovo,Intel Core i3,Intel Core i3 12th Gen,8,512,3.34 ,0,DDR4,15.6,,33590
350,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
351,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
352,Lenovo,Intel Core i5,Core i5 13th Gen 1355U,16,512,,,DDR5,16,1,55990
353,ASUS,AMD Ryzen 5,AMD Ryzen 5 Quad Core,16,512,,,DDR4,14,1,43990
354,HP,841w6pa 255 g9,,8,512,3.949 ,5,DDR4,15.6,1,25500
355,Apple,2023 MacBook Pro,2023 MacBook Pro Apple M3,8,1,,,,14,1,178590
356,ASUS,Intel Core i3,Core i3 11th Gen 1115G4,8,512,"4.33,228 ",257,DDR4,14,1,31490
357,HP,Pavilion Gaming AMD,,16,1,"4.41,528 ",154,DDR4,15.6,1,68490
358,ASUS,ASUS TUF Gaming,5 Hexa Core 10th Gen,8,,4.65 ,0,DDR4,15.6,11,52000
359,Acer,Aspire Vero Intel,Core i5 13th Gen 1335U,16,512,4.312 ,2,DDR4X,14,1,55990
360,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
361,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
362,ASUS,Vivobook 14X OLED,Core i5 13th Gen 13500H,16,512,3.33 ,0,DDR4,14,1,88941
363,Lenovo,IdeaPad 3 Intel,Core i5 11th Gen 1135G7,8,512,4.3317 ,29,DDR4,15.6,0192,49990
364,HP,Victus Intel Core,Core i5 12th Gen 12450H,8,512,4.230 ,4,DDR4,15.6,1,57490
365,Apple,2022 MacBook AIR,2022 MacBook AIR Apple M2,8,512,4.6163 ,5,,13.6,1,107990
366,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
367,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
368,HP,Intel Core i3,Intel Core i3 11th Gen,8,512,,,DDR4,15.6,1,38000
369,Infinix,ZERO BOOK ULTRA,Core i9 12th Gen 12900H,16,512,4.365 ,13,DDR5,15.6,1,75990
370,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
371,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
372,HP,Victus AMD Ryzen,Ryzen 5 Hexa Core 5600H,8,512,4.4141 ,14,DDR4,15.6,1,50499
373,Acer,Extensa (2023,Core i3 12th Gen N305,8,256,"4.21,032 ",107,DDR5,15.6,1,31490
374,Lenovo,IdeaPad Slim 1,Ryzen 3 Quad Core 7320U,8,512,4.1196 ,11,DDR5,15.6,1,33990
375,HP,14s Intel Core,Core i5 11th Gen 1135G7,8,512,4.2275 ,25,DDR4,14,1,57990
376,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
377,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
378,ASUS,Vivobook Pro 15,Core AMD Ryzen 5 5600H,16,512,,,DDR4,15.6,1,69899
379,MSI,Modern 14 Intel Core,Core i7 13th Gen 1355U,16,512,4.135 ,4,DDR4,14,1,64990
380,Lenovo,ThinkPad E14 AMD,Ryzen 5 Hexa Core 7530U,8,512,3.34 ,0,DDR4,14,1,48990
381,Apple,MacBook Air Apple,Apple MacBook Air Apple M3,8,512,4.923 ,4,,13,1,126890
382,Apple,2021 Macbook Pro,Macbook Pro Apple M1 Max,32,1,4.215 ,5,,16.2,1,299990
383,ASUS,Vivobook Pro 15,Ryzen 7 Octa Core 5800HS,16,512,4.4220 ,17,DDR4,15.6,1,60990
384,Acer,Nitro 5 (2023,Ryzen 5 Hexa Core 7535HS,16,512,4.354 ,4,DDR5,15.6,,68990
385,WINGS,Nuvobook S1 Aluminium Alloy,Core i3 11th Gen 1125G4,8,256,4.2608 ,114,DDR4,15.6,1,23990
386,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
387,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
388,Lenovo,IdeaPad Slim 3,Ryzen 5 Quad Core 7520U,16,512,4.166 ,4,DDR5,15.6,0211,45990
389,AXL,Intel Celeron Dual,AXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
390,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
391,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
392,SAMSUNG,Galaxy Book3 Pro,Core i7 13th Gen 1360P,16,512,4.114 ,1,DDR5,14,1,124990
393,MSI,Katana 15 Intel Core,Core i7 12th Gen 12650H,16,1,4.614 ,5,DDR5,15.6,2,99990
394,ASUS,VivoBook 15 AMD Ryzen,,4,256,"4.31,679 ",224,DDR4,15.6,,18590
395,DELL,Intel Core i5,Core i5 12th Gen 1235U,16,512,3.713 ,2,DDR4,15.6,1,52200
396,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
397,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
398,Apple,MacBook Air Apple,Apple MacBook Air Apple M3,8,256,4.923 ,4,,15,1,126890
399,Lenovo,IdeaPad Gaming 3,Core i5 11th Gen 11300H,8,512,4.3443 ,46,DDR4,15.6,0211,62990
400,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
401,Acer,Swift Go 14,Ryzen 5 Hexa Core 7530U,8,512,4.226 ,1,DDR4X,14,1,49990
402,DELL,Intel Core i3,Intel Core i3 11th Gen,8,256,4.322 ,2,DDR4,14,1,33490
403,ASUS,Vivobook Pro 15,Ryzen 7 Octa Core 5800HS,16,512,4.3122 ,24,DDR4,15.6,1,65990
404,HP,Intel Core i3,Intel Core i3 11th Gen,8,512,,,DDR4,15.6,1,38000
405,Acer,Extensa (2023,Core i3 12th Gen N305,8,256,"4.21,032 ",107,DDR5,15.6,1,31490
406,HP,Laptop Intel Core,Core i3 13th Gen 1315U,8,512,,,DDR4,14,0211,47990
407,HP,Pavilion Gaming AMD,,16,1,"4.41,528 ",154,DDR4,15.6,1,68490
408,DELL,Inspiron 15 3530,Intel Core i5 13th Gen,8,1,4.122 ,1,DDR4,15.6,,59990
409,HP,Victus Intel Core,Core i7 12th Gen 12650H,16,512,4.327 ,3,DDR4,15.6,1,81503
410,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
411,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
412,HP,Spectre x360 Intel,Intel Core Ultra 7 155H,32,1,,,DDR5X,16,1,195990
413,HP,250 G8 Intel Core,,8,256,,,DDR4,15.6,1,32990
414,ASUS,Pro P5 Intel Core,Core i7 8th Gen 8565U,8,1,,,DDR4,14,1,59699
415,HP,G9 AMD Ryzen,Ryzen 3 Dual Core 3250U,8,512,3.875 ,10,DDR4,15.6,1,23990
416,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
417,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
418,ASUS,ExpertBook B9 Intel Core,Core i7 10th Gen 10510U,16,2,,,DDR3,14,3,111127
419,ASUS,TUF Gaming F17,Core i5 12th Gen 12500H,8,512,4.56 ,1,DDR4,17.3,1,69990
420,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,14.1,1,18990
421,SponsoredLenovo,IdeaPad Flex 5,Core i5 13th Gen 1335U,16,512,4.621 ,8,DDR4X,14,1,77190
422,DELL,Intel Core i3,Core i3 13th Gen 1305U,8,512,,,DDR4,15.6,1,39990
423,ASUS,Vivobook 15 AMD Ryzen,Ryzen 7 Octa Core 5800HS,16,512,"4.21,342 ",108,DDR4,15.6,1,56990
424,Lenovo,IdeaPad Gaming 3,,16,512,4.3255 ,31,DDR4,15.6,1,63419
425,HP,15s Intel Core,Intel Core i5 12th Gen,8,512,4.140 ,3,DDR4,15.6,,49990
426,SponsoredAXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256,3.521 ,0,DDR4,15.6,1,16990
427,SponsoredCHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256,,15,DDR5,15.6,1,22990
428,ASUS,Vivobook 16X For,Core i7 12th Gen 12650H,16,512,4.265 ,9,DDR4,16,1,78990
429,ASUS,Intel Core i5,Intel Core i5 12th Gen,16,512,,,DDR4,15.6,1,55980
430,ASUS,Vivobook 16X AMD,,16,512,4.559 ,4,DDR4,16,1,57000
431,DELL,AMD Ryzen 5,Ryzen 5 Hexa Core 5500U,8,512,3.99 ,1,DDR4,15.6,1,38300
432,Lenovo,IdeaPad Slim 3,Core i5 11th Gen 1155G7,8,512,"4.25,650 ",413,DDR4,15.6,,43500
433,ASUS,Vivobook Go 15,Ryzen 5 Quad Core 7520U,16,512,,0,DDR5,15.6,1,50990
434,Acer,Nitro V Intel,Core i5 13th Gen 13420H,16,512,4.68 ,0,DDR5,15.6,1,73990
435,HP,Victus Intel Core,Core i5 11th Gen 11400H,8,512,4.3791 ,81,DDR4,16.1,1,54500
436,Apple,MacBook Air Apple,Apple MacBook Air Apple M3,8,256,4.923 ,4,,15,1,126890
437,Ultimus,Intel Celeron Dual,Ultimus Intel Celeron Dual Core,4,128,,,DDR4,14,1,12990
438,HP,Pavilion Intel Core,Core i5 12th Gen 1235U,16,1,"4.31,563 ",136,DDR4,14,1,70250
439,HP,Victus AMD Ryzen,Ryzen 5 Hexa Core 5600H,8,512,4.921 ,0,DDR4,15.6,1,56939
440,Lenovo,IdeaPad Slim 3,Core i3 11th Gen 1115G4,8,512,"4.22,988 ",234,DDR4,15.6,0212,35100
441,HP,Pavilion x360 Intel,Core i3 12th Gen 1215U,8,512,4.26 ,1,DDR4,15.6,1,57990
442,ASUS,Vivobook S 14,,8,512,4.45 ,0,DDR4,14.1,1,57990
443,Apple,2021 Macbook Pro,Macbook Pro Apple M1 Max,32,1,4.215 ,5,,16.2,1,299990
444,MSI,GP76 Intel Core,Core i7 11th Gen 11800H,16,1,4.429 ,6,DDR4,17.3,2,135875
445,GIGABYTE,G Series Intel,Core i5 12th Gen 12450H,16,512,3.86 ,0,DDR4,15.6,2,71990
446,ASUS,Vivobook 15 Intel Pentium,Intel Pentium Dual Core 7505,8,512,,,DDR4,15.6,1,28990
447,ASUS,Vivobook S 14,Core i5 13th Gen 1335U,16,512,3.814 ,0,DDR4,14,1,72990
448,Infinix,X1 Slim Series,Core i3 10th Gen 1005G1,8,256,"4.33,874 ",457,DDR4X,14,1,28490
449,DELL,Intel Core i7,Intel Core i7 12th Gen,16,512,4.33 ,0,DDR4,13.3,,86500
450,Apple,2022 MacBook AIR,2022 MacBook AIR Apple M2,8,256,"4.75,624 ",429,,13.6,1,96990
451,MSI,Stealth 15 Intel Core,Core i7 13th Gen 13620H,16,1,,,DDR5,15.6,1,186990
452,HP,AMD Ryzen 5,AMD Ryzen 5 Quad Core,8,512,,0,DDR4,14,1,31990
453,Acer,Aspire 3 14,Core i3 13th Gen N305,8,512,3.85 ,0,DDR5,14,1,33400
454,HP,15s (2023,Ryzen 5 Quad Core 7520U,16,512,4.361 ,5,DDR5,15.6,1,48990
455,SAMSUNG,Galaxy Book3 360,Core i7 13th Gen 1360P,16,1,4.728 ,5,DDR4X,15.6,1,133990
456,SponsoredLenovo,IdeaPad Slim 3,Core i5 13th Gen 13420H,16,512,4.318 ,0,DDR5,15.6,1,59390
457,SponsoredLenovo,IdeaPad Slim 5,Core i5 13th Gen 13500H,16,512,4.2248 ,37,DDR5,16,,71990
458,Lenovo,IdeaPad Slim 3,Ryzen 5 Quad Core 7520U,16,512,4.166 ,4,DDR5,15.6,0211,45990
459,WINGS,Nuvobook S2 Aluminium Alloy,Core i3 11th Gen 1125G4,8,512,4.2608 ,114,DDR4,15.6,1,24990
460,SponsoredCHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256,3.7327 ,54,DDR4,15.6,1,18990
461,SponsoredLenovo,IdeaPad Slim 5,Core i5 12th Gen 12450H,16,512,4.2103 ,12,DDR5,14,1,60190
462,Acer,Aspire Lite Intel,Core i7 11th Gen 1165G7,16,512,3.85 ,0,DDR4,15.6,1,52499
463,Avita,SATUS Intel Celeron,Intel Celeron Dual Core N4020,4,128,"3.61,481 ",186,DDR4,14.1,1,15990
464,DELL,Inspiron Intel Core,Core i7 13th Gen 1355U,16,512,,0,DDR4,15.6,1,68990
